,Brand,Search,Comments,Source,Additional info,Subjectivity,Polarity
16641,Versace,animal testing,"Animal Testing in 60 Seconds+Dude everything about this is just pure awfulness. It was all cruel, but that picture with the decapitated cat really changed my mind about the whole animal testing thing. That was just disgusting. All of it is. How cold blooded can you be",https://www.youtube.com//watch?v=rYATRV6W4iA&pp=ygUXVmVyc2FjZSBhbmltYWwgdGVzdGluZyA%3D,,1,0
10392,ASOS,opinions,I Bought the WORST Selling ASOS Items+I love how she went out in the dress.  you go girl,https://www.youtube.com//watch?v=mCtI5r_wXKU&pp=ygUOQVNPUyBvcGluaW9ucyA%3D,,1,0
10854,ASOS,comparison,SIZE 6 vs SIZE 16 Try ON THE SAME OUTFITS!+I absolutely love Lucy's attitude to trying these outfits on - I find that even at Lucy's body curves (I'm an 18 and most of the outfits she tried were just like - 'Nope') - she was totally willing to go for it. Most of these outfits definitely suited Emily to a tea and she looks gorgeous in them. But I absolutely wholeheartedly agree with Lucy and her pain on 80% of these outfits - they're just not for curvier people and don't flatter her lovely figure. Gotta say though the first dress and the green dress ain't a vibe - but looked great on her! Would love to see Lucy's picks on her choice of outfits for her and Emily to try! xx,https://www.youtube.com//watch?v=mYrV95lOOh8&pp=ygUQQVNPUyBjb21wYXJpc29uIA%3D%3D,,1,0
2854,Dior,comparison,"MY LADY DIOR GUIDE: WHICH BAG TO BUY? REVIEWING 4 SIZE COMPARISONS, MOD SHOTS | WILLABELLE ONG+So happy that you started putting out content in yt!! Love your voice, it’s so calming!",https://www.youtube.com//watch?v=iatSwh40-2E&pp=ygUQRGlvciBjb21wYXJpc29uIA%3D%3D,,0,
17105,Versace,worth it,"COACH to buy VERSACE* in an $8.5bn DEAL!+Coach has big improvement on their style in recent years,  Hope they will improve versace too",https://www.youtube.com//watch?v=5eob0zftmJU&pp=ygURVmVyc2FjZSB3b3J0aCBpdCA%3D,,1,1
2465,Dior,thoughts,iann dior - thought it was (feat. Machine Gun Kelly & Travis Barker) (Official Audio)+I’m so proud of how far you came Iann,https://www.youtube.com//watch?v=MLkZpWCbnec&pp=ygUORGlvciB0aG91Z2h0cyA%3D,,0,
1164,Dior,animal testing,"Animal Testing in 60 Seconds+Really, we have found out medical advances with the help of animal testing to help humans lives. Hopefully we will find more alternatives to animal testing like the fake human skin and an aesthetic liver, which we have already created.",https://www.youtube.com//watch?v=rYATRV6W4iA&pp=ygUURGlvciBhbmltYWwgdGVzdGluZyA%3D,,1,1
13115,Mango,worth it,Why Miyazaki Mangoes Are So Expensive | So Expensive Food | Business Insider+There is a reason Miyazaki mangoes are so expensive. They are only available from select merchants in the Land Between for a huge amount of runes. They boost all your stats greatly for 30 minutes and persist on death so very useful for boss fights.,https://www.youtube.com//watch?v=MRyWyWIWhrc&pp=ygUPTWFuZ28gd29ydGggaXQg,,0,
4069,Forever 21,waste,The Decline of Forever 21...What Happened?+as someone who used to shop with forever 21 my two main gripes about them are their terrible exchange policy and their lack of awareness of what people are into,https://www.youtube.com//watch?v=wrKIrPWTag0&pp=ygURRm9yZXZlciAyMSB3YXN0ZSA%3D,,1,0
12621,Mango,animal testing,Animal testing alternatives+Poor animals,https://www.youtube.com//watch?v=9qSL9_nfQu0&pp=ygUVTWFuZ28gYW5pbWFsIHRlc3Rpbmcg,,1,0
5494,Forever 21,worth it,The Rise And Fall Of Forever 21+forever 21 is just turning into justice lmao,https://www.youtube.com//watch?v=YzcS4XYW6Is&pp=ygUURm9yZXZlciAyMSB3b3J0aCBpdCA%3D,,1,0
7303,Forever 21,popular,How Fashion Nova Took Over Forever 21+Why’s this video shadow banned? This is great,https://www.youtube.com//watch?v=-mUbIm8WO0s&pp=ygUTRm9yZXZlciAyMSBwb3B1bGFyIA%3D%3D,,0,
16550,Versace,animal testing,"Jaclyn Hill TESTED On Animals, Ariel Versace Has A PROBLEM!+I never that I see the day when a fictional character causes so an uproar️",https://www.youtube.com//watch?v=9BWRp213_ac&pp=ygUXVmVyc2FjZSBhbmltYWwgdGVzdGluZyA%3D,,0,
18588,Versace,popular,Versace Eros 2012 | Fragrances+SA majetad sa majesty l'ordre très chers royaume le paradise dans les 4saisons se que je lui e offre somptueux SA majestad SA majesty l'ordre là bible e la fortune l'ordre,https://www.youtube.com//watch?v=gsPsM6YYrfY&pp=ygUQVmVyc2FjZSBwb3B1bGFyIA%3D%3D,,0,
5107,Forever 21,price,"Why Primark Is Thriving While Retailers Like Forever 21 Are Closing | WSJ The Economics Of+I love Primark, but I would love it more. If it was online, especially now they do house furniture it’s kind of hard to carry home in uk",https://www.youtube.com//watch?v=OiKGoOpLoLs&pp=ygURRm9yZXZlciAyMSBwcmljZSA%3D,,1,1
14912,Mango,ethically sourced,VISIONS of SUMMER | NATURAL ECHOES take over the SEASON | MANGO SS22+i'm literally obsessed with the music in the background. please share the name,https://www.youtube.com//watch?v=ssvf_zzOFmw&pp=ygUYTWFuZ28gZXRoaWNhbGx5IHNvdXJjZWQg,,0,
9603,ASOS,worth it,Is ASOS worth it? Men's Try-On Clothing Haul 2021 (WATCH BEFORE YOU BUY)+8:27 hell no,https://www.youtube.com//watch?v=2vBJpYU10UI&pp=ygUOQVNPUyB3b3J0aCBpdCA%3D,,1,0
13105,Mango,worth it,"Why Miyazaki Mangoes Are So Expensive | So Expensive Food | Business Insider+When I was growing up in Puerto Rico there were 7 mango trees in my back yard among other types of fruit like coconut, passionfruit,   limes, avocados, breadfruit etc... This is crazy that people sell these mangoes at such a high price. However,  if people pay for it others will sell it. Mangoes are delicious though and when you have them in abundance you kind of take it for granted.",https://www.youtube.com//watch?v=MRyWyWIWhrc&pp=ygUPTWFuZ28gd29ydGggaXQg,,0,
13365,Mango,haul,MANGO FAVOURITES+Thank you Lydia for this great video and YES for Massimo Dutti,https://www.youtube.com//watch?v=UR7tOUe_pKA&pp=ygULTWFuZ28gaGF1bCA%3D,,1,1
2329,Dior,opinions,My Unfiltered Opinions on Popular Fragrances | Rapid Reviews on Hyped Perfumes+UGH! Everything is compared to BBR540 I’m so done with that!!!! Sorry had to vent LOL,https://www.youtube.com//watch?v=dvLCM3_5AoQ&pp=ygUORGlvciBvcGluaW9ucyA%3D,,1,0
9725,ASOS,haul,"NEW IN SPRING HAUL- ASOS, ZARA, KURT GEIGER, RIIVER ISLAND & MORE!!+Happy Birthday. You look beautiful as always",https://www.youtube.com//watch?v=rX6qp1hFtd0&pp=ygUKQVNPUyBoYXVsIA%3D%3D,,0,
12275,Mango,quality,"Why Miyazaki Mangoes Are So Expensive | So Expensive Food | Business Insider+It’s really nice to know that if you have something you love to do in Japan like growing mango, and it’s your passion and you just keep working for it and keep the standards nice and high for your product, it can pay off very easily",https://www.youtube.com//watch?v=MRyWyWIWhrc&pp=ygUOTWFuZ28gcXVhbGl0eSA%3D,,0,
4985,Forever 21,animal testing,"Animal Testing in 60 Seconds+#STOPANIMALTESTING crew, who’s with meraise your hand in replies",https://www.youtube.com//watch?v=rYATRV6W4iA&pp=ygUaRm9yZXZlciAyMSBhbmltYWwgdGVzdGluZyA%3D,,1,0
9443,ASOS,worth it,ASOS: are their clothes worth your money? ǀ Fashion haul but different ǀ Justine Leconte+Really great video - I have never shopped from ASOS - I am so glad I saved my money - you must do this with more brands,https://www.youtube.com//watch?v=OBCbEjnjhuY&pp=ygUOQVNPUyB3b3J0aCBpdCA%3D,,1,0
11363,ASOS,popular,"TRYING ON VERY EXTRA DRESSES FROM ASOS!+asos has such pretty things, i wish it had a physical shop",https://www.youtube.com//watch?v=E66y-v43TdY&pp=ygUNQVNPUyBwb3B1bGFyIA%3D%3D,,1,1
839,Dior,quality,LADY DIOR UNBOXING GONE WRONG!!! | Quality Issues With This $5000 Bag+Wow! So sorry love. Definitely return it. Dior usually has amazing quality. It's probably just a one off. Definitely return it. I am sure they can find you one that is perfect.,https://www.youtube.com//watch?v=8EPZci3sVIQ&pp=ygUNRGlvciBxdWFsaXR5IA%3D%3D,,1,1
972,Dior,quality,A Bag I've Waited YEARS For! | Dior Handbag Unboxing & Quality Issues I Encountered+Love Lady Dior,https://www.youtube.com//watch?v=haUDrTOBDoM&pp=ygUNRGlvciBxdWFsaXR5IA%3D%3D,,1,1
3209,Dior,popular,"Are you curious about Jisoo's secret of one-day lasting shining look?+More than curious, intrigued",https://www.youtube.com//watch?v=FGbF6wg2pUQ&pp=ygUNRGlvciBwb3B1bGFyIA%3D%3D,,0,
5556,Forever 21,worth it,"Women Review Forever 21 Graphic Tees+""I have great water pressure at my house""",https://www.youtube.com//watch?v=TrNOOb8Gy-w&pp=ygUURm9yZXZlciAyMSB3b3J0aCBpdCA%3D,,0,
6738,Forever 21,thoughts,"How I Would Completely Redesign Forever 21 (and Why It Failed)+I remember once I was in the fitting room trying on some clothes and not gonna lie I took like 30 minutes but that’s because I was changing and trying to make up my mind if the price was really worth it , the people were like “what is she doing in there she’s been there for a while “ while having other fitting rooms open so I wasn’t holding up the line or anything like that. Once I got out they were looking at me in a strange way like dude I ain’t stealing I don’t even got a big purse the fuck head assess",https://www.youtube.com//watch?v=0DlnO-gY5Wo&pp=ygUURm9yZXZlciAyMSB0aG91Z2h0cyA%3D,,1,0
19,Nike,waste,From Trash to Space Hippie | Behind the Design | Nike+better than this just think about all the air bladdders in shoes that are broken and all we need is a air bladder to fix our shoe. but u don't sell those. i forgot that makes u no money. u fool no one,https://www.youtube.com//watch?v=i3n_4-c1Rg8&pp=ygULTmlrZSB3YXN0ZSA%3D,,1,0
6407,Forever 21,opinions,"Why Did Forever 21 File For Bankruptcy?+My husband would always call forever 21, “the Halloween store” since he thought the clothes were so weird and ugly.",https://www.youtube.com//watch?v=DxlkvrbRvqI&pp=ygUURm9yZXZlciAyMSBvcGluaW9ucyA%3D,,1,0
4201,Forever 21,fast fashion,"Is it the end of “Fast Fashion”? Topshop & Forever 21 are bankrupt ǀ  Justine Leconte+Pleeeease make a guide on the ""in-between options"".",https://www.youtube.com//watch?v=mCF1A6uc7jw&pp=ygUYRm9yZXZlciAyMSBmYXN0IGZhc2hpb24g,,0,
2266,Dior,opinions,"Dior Skin Care- Worth It?+""J'adore Dior"" dear. Buy me a serum for this tip if you get those six figures",https://www.youtube.com//watch?v=CZbkWuDAdHw&pp=ygUORGlvciBvcGluaW9ucyA%3D,,0,
11737,Mango,waste,How Vegan Leather Is Made From Mangoes | World Wide Waste+This is what we need .... So glad to see this .... Thankyou soo muchhhhh,https://www.youtube.com//watch?v=gAu0XGHpqco&pp=ygUMTWFuZ28gd2FzdGUg,,0,
11510,ASOS,trends,trying 2022 fashion trends & aesthetics+idk about anyone else but I can really see a dark version of balletcore becoming popular 🫠,https://www.youtube.com//watch?v=joC-DDT9Ik4&pp=ygUMQVNPUyB0cmVuZHMg,,0,
4463,Forever 21,sustainable,The Rise and Fall of Forever 21+Their materials used to be good with low prices but now I don't buy them anymore since their materials have gone down hill. Same goes with Old Navy too.,https://www.youtube.com//watch?v=gL0DirMwMcE&pp=ygUXRm9yZXZlciAyMSBzdXN0YWluYWJsZSA%3D,,1,0
19835,Puma,trends,These Fashion Trends Will DIE Soon+I love how all of a sudden Sambas and Asics are considered different. Makes no sense. Stg I got hasseled for wearing them in 2016 and now the same mfs are wearing them in 2023.,https://www.youtube.com//watch?v=eYbxsu5YO2U&pp=ygUMUHVtYSB0cmVuZHMg,,1,0
6350,Forever 21,opinions,Forever 21's dirty little secret+Look at other fashion companies. They do worse than this.,https://www.youtube.com//watch?v=uTW8pWKhYv8&pp=ygUURm9yZXZlciAyMSBvcGluaW9ucyA%3D,,1,1
18877,Versace,popular,"Reacting to Popular Men's Fragrances (Dior Sauvage, Versace Eros & More) | Courtney Ryan+Include in future reviews: Armani Acqua de Gio, Armani Code, Yves Saint Laurent La Nuit De L'Homme, Paco Rabanne Lucky and Invictus, Dior Homme Intense, Dolce & Gabanna K, and Dior Eau de Sauvage (original).",https://www.youtube.com//watch?v=C7u3MTklaFg&pp=ygUQVmVyc2FjZSBwb3B1bGFyIA%3D%3D,,0,
1368,Dior,price,"THE 15 ""CHEAPEST' DIOR BAGS & THE PRICE OF THE DIOR ICONS.+Thanks for the list. And including pictures",https://www.youtube.com//watch?v=VxdS4AlhxGg&pp=ygULRGlvciBwcmljZSA%3D,,0,
8747,ASOS,quality,"The Best Quality Affordable Fashion Brands+I have spent so much money in Arket and ended up hating the brand. Now it is a no go, together with Zara, just for the quality. Or lack thereof. From all those under h&m I think &other stories and cos have the better quality. I have had a couple of monki pieces that are indestructible.",https://www.youtube.com//watch?v=yAjC2hmN6jc&pp=ygUNQVNPUyBxdWFsaXR5IA%3D%3D,,1,1
2230,Dior,opinions,Dior Skin Care- Worth It?+I started using my mom's dior sorbet water mist ( she bought it but forgets to use it so someone's gotta use it  )and daaaamn it feels so good,https://www.youtube.com//watch?v=CZbkWuDAdHw&pp=ygUORGlvciBvcGluaW9ucyA%3D,,1,1
